"s"	"Fx"	"Fy"	"Fz"
10.67000	-0.51163	0.53833	1.35254
10.67100	-0.51117	0.53772	1.35422
10.67200	-0.51025	0.53879	1.35651
10.67300	-0.51025	0.53879	1.36002
10.67400	-0.51041	0.53802	1.36185
10.67500	-0.51041	0.53925	1.36444
10.67600	-0.50842	0.53818	1.36765
10.67700	-0.50797	0.53787	1.36902
10.67800	-0.50995	0.53833	1.37253
10.67900	-0.51102	0.53680	1.37421
10.68000	-0.51071	0.53772	1.37543
10.68100	-0.51086	0.53772	1.37894
10.68200	-0.51300	0.53635	1.38046
10.68300	-0.51331	0.53604	1.38351
10.68400	-0.51498	0.53802	1.38504
10.68500	-0.51468	0.53543	1.38794
10.68600	-0.51544	0.53467	1.38916
10.68700	-0.51468	0.53497	1.39023
10.68800	-0.51605	0.53436	1.39328
10.68900	-0.51697	0.53452	1.39435
10.69000	-0.51605	0.53436	1.39618
10.69100	-0.51697	0.53314	1.39832
10.69200	-0.51743	0.53329	1.40015
10.69300	-0.51941	0.53253	1.40381
10.69400	-0.52048	0.53253	1.40442
10.69500	-0.51941	0.53131	1.40610
10.69600	-0.52124	0.53223	1.40686
10.69700	-0.52185	0.53314	1.40808
10.69800	-0.52414	0.53192	1.40930
10.69900	-0.52444	0.53116	1.41144
10.70000	-0.52582	0.53101	1.41327
10.70100	-0.52689	0.53131	1.41464
10.70200	-0.52841	0.53223	1.41464
10.70300	-0.52902	0.53268	1.41708
10.70400	-0.53070	0.53223	1.41785
10.70500	-0.53131	0.53085	1.41891
10.70600	-0.53238	0.53284	1.41769
10.70700	-0.53268	0.53223	1.42059
10.70800	-0.53223	0.53268	1.42090
10.70900	-0.53391	0.53314	1.42288
10.71000	-0.53452	0.53314	1.42395
10.71100	-0.53635	0.53299	1.42456
10.71200	-0.53497	0.53101	1.42746
10.71300	-0.53680	0.53070	1.42715
10.71400	-0.53787	0.53223	1.42624
10.71500	-0.53802	0.53070	1.42792
10.71600	-0.53955	0.53177	1.42838
10.71700	-0.54001	0.53192	1.42731
10.71800	-0.54184	0.53284	1.42761
10.71900	-0.54321	0.53528	1.42731
10.72000	-0.54352	0.53604	1.42761
10.72100	-0.54657	0.53909	1.42715
10.72200	-0.54672	0.54123	1.42761
10.72300	-0.54810	0.54276	1.42731
10.72400	-0.54779	0.54565	1.42563
10.72500	-0.54871	0.54810	1.42456
10.72600	-0.54916	0.54947	1.42303
10.72700	-0.54993	0.55069	1.42258
10.72800	-0.54947	0.55222	1.42227
10.72900	-0.54886	0.55237	1.42059
10.73000	-0.55161	0.55283	1.41937
10.73100	-0.55054	0.55283	1.41800
10.73200	-0.55222	0.55435	1.41479
10.73300	-0.55283	0.55389	1.41418
10.73400	-0.55328	0.55527	1.41190
10.73500	-0.55328	0.55511	1.40961
10.73600	-0.55344	0.55603	1.40945
10.73700	-0.55557	0.55603	1.40717
10.73800	-0.55557	0.55756	1.40564
10.73900	-0.55695	0.55893	1.40381
10.74000	-0.55466	0.55893	1.40121
10.74100	-0.55496	0.56213	1.39908
10.74200	-0.55679	0.56412	1.39832
10.74300	-0.55679	0.56580	1.39450
10.74400	-0.55618	0.56595	1.39496
10.74500	-0.55542	0.56717	1.39160
10.74600	-0.55679	0.56824	1.39008
10.74700	-0.55634	0.57053	1.38718
10.74800	-0.55603	0.57083	1.38672
10.74900	-0.55664	0.57327	1.38412
10.75000	-0.55542	0.57297	1.38092
10.75100	-0.55679	0.57434	1.37878
10.75200	-0.55710	0.57770	1.37756
10.75300	-0.55786	0.57861	1.37512
10.75400	-0.55771	0.58014	1.37192
10.75500	-0.55725	0.58060	1.36993
10.75600	-0.55801	0.58350	1.36917
10.75700	-0.55878	0.58395	1.36597
10.75800	-0.55801	0.58594	1.36353
10.75900	-0.55664	0.58899	1.36185
10.76000	-0.55725	0.58960	1.35956
10.76100	-0.55679	0.59006	1.35727
10.76200	-0.55649	0.59097	1.35437
10.76300	-0.55634	0.59128	1.35300
10.76400	-0.55679	0.59265	1.35117
10.76500	-0.55649	0.59387	1.34964
10.76600	-0.55634	0.59555	1.34521
10.76700	-0.55832	0.59677	1.34415
10.76800	-0.55862	0.59814	1.34201
10.76900	-0.55832	0.60028	1.34140
10.77000	-0.55847	0.60028	1.33835
10.77100	-0.55893	0.60318	1.33667
10.77200	-0.55862	0.60471	1.33347
10.77300	-0.55801	0.60654	1.33347
10.77400	-0.55740	0.60928	1.33179
10.77500	-0.55649	0.61066	1.32980
10.77600	-0.55756	0.61249	1.32828
10.77700	-0.55664	0.61356	1.32568
10.77800	-0.55817	0.61508	1.32477
10.77900	-0.55801	0.61752	1.32324
10.78000	-0.55679	0.61951	1.32187
10.78100	-0.55756	0.61996	1.31882
10.78200	-0.55710	0.62302	1.31760
10.78300	-0.55786	0.62195	1.31699
10.78400	-0.55725	0.62347	1.31561
10.78500	-0.55649	0.62485	1.31393
10.78600	-0.55862	0.62607	1.31317
10.78700	-0.55786	0.62698	1.31256
10.78800	-0.55862	0.62759	1.31058
10.78900	-0.55801	0.62988	1.31042
10.79000	-0.55817	0.63126	1.30768
10.79100	-0.55847	0.63278	1.30783
10.79200	-0.55756	0.63370	1.30783
10.79300	-0.55695	0.63446	1.30661
10.79400	-0.55695	0.63568	1.30585
10.79500	-0.55542	0.63614	1.30478
10.79600	-0.55801	0.63705	1.30325
10.79700	-0.55695	0.63934	1.30264
10.79800	-0.55786	0.63950	1.30249
10.79900	-0.55832	0.64056	1.30219
10.80000	-0.55725	0.64178	1.30173
10.80100	-0.55817	0.64240	1.30142
10.80200	-0.55862	0.64224	1.29944
10.80300	-0.56015	0.64377	1.29929
10.80400	-0.55908	0.64499	1.30035
10.80500	-0.55969	0.64590	1.29929
10.80600	-0.55984	0.64713	1.29852
10.80700	-0.56030	0.64774	1.29868
10.80800	-0.56107	0.64972	1.29807
10.80900	-0.56000	0.64911	1.29929
10.81000	-0.56168	0.65002	1.29684
10.81100	-0.56183	0.65247	1.29715
10.81200	-0.56046	0.65384	1.29623
10.81300	-0.56061	0.65399	1.29654
10.81400	-0.56091	0.65445	1.29791
10.81500	-0.56168	0.65598	1.29684
10.81600	-0.56259	0.65567	1.29669
10.81700	-0.56213	0.65674	1.29730
10.81800	-0.56274	0.65735	1.29761
10.81900	-0.56320	0.65704	1.29776
10.82000	-0.56427	0.65689	1.29608
10.82100	-0.56366	0.65781	1.29730
10.82200	-0.56473	0.65887	1.29730
10.82300	-0.56442	0.65872	1.29730
10.82400	-0.56488	0.65857	1.29868
10.82500	-0.56595	0.65887	1.29929
10.82600	-0.56580	0.65903	1.29959
10.82700	-0.56747	0.66101	1.29898
10.82800	-0.56778	0.66086	1.29898
10.82900	-0.56702	0.66040	1.29959
10.83000	-0.56808	0.66116	1.30096
10.83100	-0.56900	0.66147	1.30066
10.83200	-0.56839	0.66162	1.30051
10.83300	-0.56931	0.66055	1.30157
10.83400	-0.56992	0.66223	1.30142
10.83500	-0.57007	0.66162	1.30188
10.83600	-0.56931	0.66391	1.30188
10.83700	-0.57053	0.66315	1.30432
10.83800	-0.57022	0.66223	1.30432
10.83900	-0.57114	0.66238	1.30447
10.84000	-0.57114	0.66330	1.30585
10.84100	-0.57190	0.66238	1.30630
10.84200	-0.57205	0.66437	1.30859
10.84300	-0.57343	0.66177	1.30615
10.84400	-0.57327	0.66315	1.30936
10.84500	-0.57434	0.66360	1.30829
10.84600	-0.57419	0.66437	1.30905
10.84700	-0.57465	0.66345	1.31088
10.84800	-0.57678	0.66223	1.31180
10.84900	-0.57663	0.66269	1.31287
10.85000	-0.57755	0.66467	1.31302
10.85100	-0.57617	0.66483	1.31409
10.85200	-0.57663	0.66223	1.31424
10.85300	-0.57602	0.66330	1.31714
10.85400	-0.57907	0.66284	1.31821
10.85500	-0.57892	0.66208	1.31882
10.85600	-0.58060	0.66330	1.31897
10.85700	-0.58014	0.66269	1.32141
10.85800	-0.58044	0.66254	1.32248
10.85900	-0.58228	0.66208	1.32446
10.86000	-0.58243	0.66315	1.32446
10.86100	-0.58350	0.66132	1.32660
10.86200	-0.58365	0.66254	1.32919
10.86300	-0.58441	0.66223	1.32828
10.86400	-0.58578	0.66269	1.33057
10.86500	-0.58655	0.66513	1.33041
10.86600	-0.58609	0.66559	1.33286
10.86700	-0.58746	0.66513	1.33560
10.86800	-0.58746	0.66650	1.33545
10.86900	-0.58823	0.66574	1.33713
10.87000	-0.58868	0.66910	1.33759
10.87100	-0.58945	0.66864	1.33957
10.87200	-0.59097	0.66940	1.33972
10.87300	-0.59097	0.66971	1.34155
10.87400	-0.59204	0.67078	1.34186
10.87500	-0.59189	0.67093	1.34338
10.87600	-0.59402	0.67017	1.34476
10.87700	-0.59387	0.67184	1.34598
10.87800	-0.59433	0.67215	1.34720
10.87900	-0.59525	0.67200	1.34903
10.88000	-0.59570	0.67261	1.34811
10.88100	-0.59662	0.67291	1.34995
10.88200	-0.59692	0.67337	1.35025
10.88300	-0.59692	0.67322	1.35056
10.88400	-0.59830	0.67337	1.35254
10.88500	-0.59799	0.67566	1.35178
10.88600	-0.60059	0.67673	1.35315
10.88700	-0.59937	0.67474	1.35468
10.88800	-0.60074	0.67673	1.35345
10.88900	-0.60135	0.67825	1.35483
10.89000	-0.60272	0.67810	1.35452
10.89100	-0.60211	0.67810	1.35559
10.89200	-0.60287	0.67856	1.35620
10.89300	-0.60379	0.68008	1.35529
10.89400	-0.60593	0.67871	1.35498
10.89500	-0.60486	0.68085	1.35529
10.89600	-0.60593	0.68085	1.35513
10.89700	-0.60593	0.68054	1.35544
10.89800	-0.60684	0.68146	1.35605
10.89900	-0.60883	0.68222	1.35666
10.90000	-0.60822	0.67871	1.35620
10.90100	-0.60883	0.68100	1.35498
10.90200	-0.61050	0.68085	1.35620
10.90300	-0.61005	0.68115	1.35605
10.90400	-0.61096	0.68115	1.35544
10.90500	-0.61111	0.68085	1.35590
10.90600	-0.61127	0.68115	1.35544
10.90700	-0.61234	0.68085	1.35361
10.90800	-0.61356	0.68024	1.35345
10.90900	-0.61356	0.68176	1.35315
10.91000	-0.61356	0.68161	1.35330
10.91100	-0.61371	0.68100	1.35208
10.91200	-0.61569	0.68115	1.35147
10.91300	-0.61554	0.68314	1.35101
10.91400	-0.61600	0.68146	1.35101
10.91500	-0.61554	0.68085	1.34979
10.91600	-0.61691	0.68161	1.34872
10.91700	-0.61768	0.68207	1.34796
10.91800	-0.61890	0.68100	1.34766
10.91900	-0.61798	0.68085	1.34567
10.92000	-0.62057	0.68039	1.34552
10.92100	-0.61905	0.68069	1.34491
10.92200	-0.61996	0.68039	1.34293
10.92300	-0.62012	0.67993	1.34399
10.92400	-0.61996	0.67963	1.34277
10.92500	-0.62027	0.67917	1.34140
10.92600	-0.62195	0.67886	1.34094
10.92700	-0.62210	0.67825	1.34094
10.92800	-0.62271	0.67917	1.33835
10.92900	-0.62225	0.67764	1.33774
10.93000	-0.62210	0.67734	1.33636
10.93100	-0.62332	0.67764	1.33591
10.93200	-0.62424	0.67474	1.33530
10.93300	-0.62271	0.67581	1.33438
10.93400	-0.62408	0.67505	1.33240
10.93500	-0.62378	0.67307	1.33255
10.93600	-0.62454	0.67368	1.33209
10.93700	-0.62500	0.67322	1.33087
10.93800	-0.62424	0.67276	1.32919
10.93900	-0.62347	0.67123	1.32950
10.94000	-0.62363	0.67062	1.32843
10.94100	-0.62439	0.66971	1.32843
10.94200	-0.62454	0.66956	1.32751
10.94300	-0.62469	0.66986	1.32721
10.94400	-0.62286	0.66849	1.32523
10.94500	-0.62256	0.66696	1.32507
10.94600	-0.62332	0.66803	1.32462
10.94700	-0.62195	0.66696	1.32492
10.94800	-0.62225	0.66650	1.32339
10.94900	-0.62164	0.66681	1.32385
10.95000	-0.62012	0.66574	1.32294
10.95100	-0.61996	0.66467	1.32278
10.95200	-0.62012	0.66589	1.32095
10.95300	-0.61890	0.66360	1.32278
10.95400	-0.62042	0.66452	1.32111
10.95500	-0.62012	0.66208	1.32111
10.95600	-0.61691	0.66254	1.32034
10.95700	-0.61859	0.66132	1.32095
10.95800	-0.61691	0.66010	1.32111
10.95900	-0.61752	0.65933	1.32080
10.96000	-0.61829	0.65964	1.31989
10.96100	-0.61691	0.65857	1.32080
10.96200	-0.61462	0.65689	1.31958
10.96300	-0.61584	0.65628	1.32034
10.96400	-0.61600	0.65720	1.32172
10.96500	-0.61447	0.65598	1.32141
10.96600	-0.61462	0.65475	1.32233
10.96700	-0.61279	0.65552	1.32187
10.96800	-0.61310	0.65521	1.32111
10.96900	-0.61279	0.65353	1.32324
10.97000	-0.61279	0.65216	1.32065
10.97100	-0.61188	0.65186	1.32111
10.97200	-0.61264	0.65094	1.32126
10.97300	-0.61310	0.65033	1.32126
10.97400	-0.61188	0.64896	1.32172
10.97500	-0.61279	0.64880	1.32156
10.97600	-0.61203	0.64850	1.32217
10.97700	-0.61111	0.64651	1.32034
10.97800	-0.61218	0.64529	1.32080
10.97900	-0.61188	0.64667	1.32019
10.98000	-0.61050	0.64392	1.32233
10.98100	-0.61035	0.64438	1.32080
10.98200	-0.61111	0.64194	1.32156
10.98300	-0.60883	0.64178	1.31943
10.98400	-0.60867	0.64026	1.32111
10.98500	-0.60867	0.63873	1.32050
10.98600	-0.60745	0.63782	1.32034
10.98700	-0.60806	0.63629	1.32050
10.98800	-0.60776	0.63599	1.31714
10.98900	-0.60822	0.63461	1.31805
10.99000	-0.60822	0.63339	1.31836
10.99100	-0.60730	0.63248	1.31760
10.99200	-0.60776	0.63156	1.31805
10.99300	-0.60684	0.63049	1.31775
10.99400	-0.60654	0.62988	1.31821
10.99500	-0.60730	0.62820	1.31912
10.99600	-0.60699	0.62881	1.31805
10.99700	-0.60730	0.62637	1.31897
10.99800	-0.60715	0.62485	1.31775
10.99900	-0.60715	0.62241	1.31866
11.00000	-0.60608	0.62103	1.31882
11.00100	-0.60654	0.61935	1.31989
11.00200	-0.60715	0.61752	1.31989
11.00300	-0.60577	0.61508	1.32050
11.00400	-0.60699	0.61356	1.32050
11.00500	-0.60699	0.61188	1.32050
11.00600	-0.60699	0.60883	1.32126
11.00700	-0.60547	0.60760	1.32111
11.00800	-0.60577	0.60501	1.32355
11.00900	-0.60669	0.60226	1.32416
11.01000	-0.60577	0.60257	1.32599
11.01100	-0.60562	0.60074	1.32492
11.01200	-0.60684	0.59906	1.32507
11.01300	-0.60837	0.59860	1.32645
11.01400	-0.60638	0.59708	1.32599
11.01500	-0.60654	0.59494	1.32751
11.01600	-0.60577	0.59113	1.32889
11.01700	-0.60684	0.59174	1.32843
11.01800	-0.60455	0.58929	1.32889
11.01900	-0.60638	0.58670	1.32965
11.02000	-0.60516	0.58594	1.33118
11.02100	-0.60547	0.58426	1.33087
11.02200	-0.60501	0.58197	1.33118
11.02300	-0.60364	0.57907	1.33255
11.02400	-0.60516	0.57724	1.33209
11.02500	-0.60577	0.57571	1.33163
11.02600	-0.60394	0.57541	1.33347
11.02700	-0.60471	0.57190	1.33438
11.02800	-0.60425	0.56931	1.33469
11.02900	-0.60379	0.56763	1.33636
11.03000	-0.60486	0.56580	1.33728
11.03100	-0.60379	0.56351	1.33698
11.03200	-0.60226	0.56290	1.33759
11.03300	-0.60364	0.55954	1.34033
11.03400	-0.60272	0.55832	1.34079
11.03500	-0.60150	0.55634	1.34064
11.03600	-0.60104	0.55298	1.34140
11.03700	-0.60104	0.55161	1.34155
11.03800	-0.60013	0.54962	1.34201
11.03900	-0.59998	0.54581	1.34399
11.04000	-0.60074	0.54443	1.34476
11.04100	-0.59921	0.54153	1.34811
11.04200	-0.59845	0.53909	1.34827
11.04300	-0.59830	0.53955	1.34857
11.04400	-0.59860	0.53528	1.34933
11.04500	-0.59525	0.53253	1.35101
11.04600	-0.59647	0.52979	1.35284
11.04700	-0.59753	0.52887	1.35300
11.04800	-0.59631	0.52780	1.35376
11.04900	-0.59662	0.52536	1.35559
11.05000	-0.59555	0.52536	1.35620
11.05100	-0.59448	0.52139	1.35757
11.05200	-0.59418	0.52002	1.35849
11.05300	-0.59341	0.51880	1.36063
11.05400	-0.59433	0.51712	1.36276
11.05500	-0.59418	0.51346	1.36475
11.05600	-0.59296	0.51407	1.36566
11.05700	-0.59219	0.51193	1.36749
11.05800	-0.59189	0.51147	1.37054
11.05900	-0.59219	0.51071	1.36963
11.06000	-0.59128	0.50873	1.37207
11.06100	-0.59082	0.50674	1.37436
11.06200	-0.59235	0.50598	1.37543
11.06300	-0.59219	0.50644	1.37650
11.06400	-0.59006	0.50476	1.37955
11.06500	-0.58975	0.50400	1.37894
11.06600	-0.59036	0.50415	1.38092
11.06700	-0.58899	0.50232	1.38336
11.06800	-0.59036	0.50217	1.38321
11.06900	-0.58914	0.50262	1.38596
11.07000	-0.58884	0.50140	1.38657
11.07100	-0.58807	0.50156	1.38809
11.07200	-0.58884	0.50034	1.38855
11.07300	-0.58777	0.49988	1.39023
11.07400	-0.58975	0.49896	1.39160
11.07500	-0.58853	0.49881	1.39267
11.07600	-0.59006	0.49988	1.39359
11.07700	-0.58929	0.49698	1.39557
11.07800	-0.58945	0.49805	1.39679
11.07900	-0.58899	0.49683	1.39801
11.08000	-0.58929	0.49759	1.39893
11.08100	-0.58899	0.49728	1.39999
11.08200	-0.58914	0.49683	1.40060
11.08300	-0.58929	0.49667	1.40137
11.08400	-0.59006	0.49683	1.40167
11.08500	-0.58868	0.49713	1.40335
11.08600	-0.58884	0.49652	1.40305
11.08700	-0.58945	0.49683	1.40518
11.08800	-0.58914	0.49561	1.40625
11.08900	-0.58914	0.49591	1.40717
11.09000	-0.58853	0.49545	1.40884
11.09100	-0.59021	0.49759	1.40839
11.09200	-0.58929	0.49728	1.40915
11.09300	-0.58884	0.49683	1.40991
11.09400	-0.58945	0.49805	1.41068
11.09500	-0.58853	0.49805	1.41266
11.09600	-0.59052	0.49606	1.41251
11.09700	-0.59021	0.49698	1.41464
11.09800	-0.59128	0.49805	1.41479
11.09900	-0.59097	0.49850	1.41617
11.10000	-0.58990	0.49866	1.41769
11.10100	-0.59052	0.49911	1.41724
11.10200	-0.59006	0.49957	1.41922
11.10300	-0.58914	0.50079	1.41983
11.10400	-0.59143	0.50064	1.41876
11.10500	-0.59052	0.50034	1.42029
11.10600	-0.59021	0.50140	1.42105
11.10700	-0.59219	0.50308	1.42242
11.10800	-0.59113	0.50201	1.42410
11.10900	-0.59082	0.50354	1.42258
11.11000	-0.59158	0.50293	1.42410
11.11100	-0.59311	0.50385	1.42517
11.11200	-0.59296	0.50430	1.42517
11.11300	-0.59280	0.50568	1.42670
11.11400	-0.59433	0.50720	1.42593
11.11500	-0.59433	0.50674	1.42670
11.11600	-0.59372	0.50827	1.42639
11.11700	-0.59402	0.50842	1.42639
11.11800	-0.59387	0.50964	1.42700
11.11900	-0.59448	0.51010	1.42868
11.12000	-0.59341	0.51132	1.42776
11.12100	-0.59387	0.51071	1.42731
11.12200	-0.59326	0.51208	1.42639
11.12300	-0.59418	0.51453	1.42792
11.12400	-0.59464	0.51498	1.42807
11.12500	-0.59448	0.51483	1.42670
11.12600	-0.59402	0.51544	1.42578
11.12700	-0.59448	0.51651	1.42838
11.12800	-0.59525	0.51834	1.42776
11.12900	-0.59601	0.51727	1.42578
11.13000	-0.59586	0.51941	1.42532
11.13100	-0.59692	0.52078	1.42609
11.13200	-0.59799	0.52124	1.42548
11.13300	-0.59753	0.52200	1.42487
11.13400	-0.59723	0.52216	1.42410
11.13500	-0.59662	0.52246	1.42197
11.13600	-0.59738	0.52429	1.42319
11.13700	-0.59723	0.52582	1.42288
11.13800	-0.59753	0.52643	1.42197
11.13900	-0.59708	0.52841	1.42029
11.14000	-0.59647	0.52856	1.41998
11.14100	-0.59738	0.52979	1.41968
11.14200	-0.59708	0.53192	1.41922
11.14300	-0.59631	0.53314	1.41846
11.14400	-0.59799	0.53406	1.41754
11.14500	-0.59769	0.53375	1.41663
11.14600	-0.59586	0.53574	1.41708
11.14700	-0.59692	0.53604	1.41571
11.14800	-0.59647	0.53741	1.41571
11.14900	-0.59647	0.53879	1.41388
11.15000	-0.59601	0.53940	1.41388
11.15100	-0.59402	0.54001	1.41296
11.15200	-0.59372	0.54214	1.41266
11.15300	-0.59448	0.54413	1.41159
11.15400	-0.59601	0.54810	1.41098
11.15500	-0.59570	0.54901	1.40945
11.15600	-0.59494	0.55115	1.40869
11.15700	-0.59464	0.55313	1.40854
11.15800	-0.59555	0.55450	1.40915
11.15900	-0.59418	0.55679	1.40701
11.16000	-0.59402	0.56030	1.40671
11.16100	-0.59311	0.56198	1.40305
11.16200	-0.59464	0.56396	1.40320
11.16300	-0.59311	0.56534	1.40244
11.16400	-0.59250	0.56717	1.40182
11.16500	-0.59158	0.56992	1.39923
11.16600	-0.59174	0.57007	1.39893
11.16700	-0.59158	0.57312	1.39694
11.16800	-0.59097	0.57495	1.39587
11.16900	-0.59097	0.57602	1.39526
11.17000	-0.59006	0.57816	1.39465
11.17100	-0.59036	0.57861	1.39267
11.17200	-0.58914	0.58136	1.39130
11.17300	-0.58914	0.58258	1.39175
11.17400	-0.58945	0.58487	1.39069
11.17500	-0.58945	0.58640	1.38931
11.17600	-0.58914	0.58777	1.38611
11.17700	-0.58823	0.59006	1.38550
11.17800	-0.58777	0.59174	1.38458
11.17900	-0.58640	0.59235	1.38260
11.18000	-0.58746	0.59479	1.38138
11.18100	-0.58624	0.59494	1.38000
11.18200	-0.58807	0.59555	1.37848
11.18300	-0.58701	0.59769	1.37726
11.18400	-0.58594	0.59891	1.37619
11.18500	-0.58670	0.60059	1.37527
11.18600	-0.58685	0.60150	1.37238
11.18700	-0.58517	0.60303	1.37207
11.18800	-0.58685	0.60440	1.37039
11.18900	-0.58563	0.60516	1.36963
11.19000	-0.58548	0.60699	1.36765
11.19100	-0.58609	0.60806	1.36642
11.19200	-0.58533	0.60822	1.36429
11.19300	-0.58548	0.61020	1.36307
11.19400	-0.58441	0.61172	1.36139
11.19500	-0.58548	0.61157	1.35895
11.19600	-0.58350	0.61462	1.35834
11.19700	-0.58365	0.61401	1.35742
11.19800	-0.58289	0.61508	1.35544
11.19900	-0.58395	0.61478	1.35361
11.20000	-0.58319	0.61676	1.35330
11.20100	-0.58334	0.61783	1.35162
11.20200	-0.58319	0.61935	1.35117
11.20300	-0.58395	0.61981	1.34933
11.20400	-0.58350	0.62149	1.34735
11.20500	-0.58273	0.62042	1.34827
11.20600	-0.58243	0.62057	1.34567
11.20700	-0.58105	0.62195	1.34369
11.20800	-0.58151	0.62210	1.34293
11.20900	-0.58167	0.62515	1.34155
11.21000	-0.58075	0.62424	1.33881
11.21100	-0.58167	0.62469	1.34048
11.21200	-0.58182	0.62500	1.33896
11.21300	-0.58044	0.62622	1.33804
11.21400	-0.58044	0.62683	1.33530
11.21500	-0.58060	0.62744	1.33453
11.21600	-0.57831	0.62820	1.33499
11.21700	-0.57816	0.62866	1.33301
11.21800	-0.57739	0.62912	1.33118
11.21900	-0.57770	0.62973	1.32980
11.22000	-0.57571	0.62988	1.32980
11.22100	-0.57587	0.63034	1.32904
11.22200	-0.57556	0.63171	1.32874
11.22300	-0.57190	0.63293	1.32614
11.22400	-0.57404	0.63339	1.32721
11.22500	-0.57312	0.63431	1.32416
11.22600	-0.57159	0.63583	1.32523
11.22700	-0.57083	0.63660	1.32477
11.22800	-0.56992	0.63690	1.32416
11.22900	-0.56931	0.63705	1.32263
11.23000	-0.56976	0.63736	1.32233
11.23100	-0.56656	0.63889	1.32141
11.23200	-0.56839	0.63934	1.32034
11.23300	-0.56564	0.63889	1.32034
11.23400	-0.56656	0.63980	1.31989
11.23500	-0.56625	0.64133	1.31927
11.23600	-0.56534	0.64163	1.31805
11.23700	-0.56412	0.64178	1.31790
11.23800	-0.56580	0.64270	1.31760
11.23900	-0.56396	0.64240	1.31668
11.24000	-0.56183	0.64316	1.31668
11.24100	-0.56061	0.64362	1.31500
11.24200	-0.56091	0.64514	1.31317
11.24300	-0.56198	0.64453	1.31516
11.24400	-0.56015	0.64667	1.31378
11.24500	-0.55954	0.64713	1.31317
11.24600	-0.55862	0.64835	1.31348
11.24700	-0.55756	0.64957	1.31180
11.24800	-0.55801	0.64957	1.31134
11.24900	-0.55618	0.64957	1.31271
11.25000	-0.55695	0.65033	1.30997
11.25100	-0.55573	0.65033	1.31226
11.25200	-0.55542	0.65170	1.31042
11.25300	-0.55649	0.64941	1.31012
11.25400	-0.55466	0.65094	1.30997
11.25500	-0.55420	0.65170	1.30875
11.25600	-0.55267	0.65323	1.30890
11.25700	-0.55359	0.65201	1.30966
11.25800	-0.55252	0.65353	1.31058
11.25900	-0.55313	0.65201	1.30951
11.26000	-0.55283	0.65323	1.30920
11.26100	-0.55023	0.65338	1.30859
11.26200	-0.55267	0.65231	1.30966
11.26300	-0.55023	0.65216	1.30966
11.26400	-0.55130	0.65292	1.30951
11.26500	-0.55115	0.65430	1.30966
11.26600	-0.54947	0.65414	1.30905
11.26700	-0.54977	0.65475	1.30936
11.26800	-0.55008	0.65475	1.31058
11.26900	-0.54871	0.65384	1.31042
11.27000	-0.54840	0.65323	1.31088
11.27100	-0.54810	0.65506	1.31119
11.27200	-0.54916	0.65414	1.31165
11.27300	-0.54794	0.65430	1.31195
11.27400	-0.54871	0.65552	1.31302
11.27500	-0.54718	0.65475	1.31271
11.27600	-0.54749	0.65506	1.31348
11.27700	-0.54749	0.65628	1.31363
11.27800	-0.54718	0.65598	1.31516
11.27900	-0.54764	0.65567	1.31546
11.28000	-0.54733	0.65628	1.31378
11.28100	-0.54550	0.65643	1.31378
11.28200	-0.54718	0.65704	1.31592
11.28300	-0.54657	0.65720	1.31699
11.28400	-0.54489	0.65720	1.31607
11.28500	-0.54565	0.65735	1.31775
11.28600	-0.54367	0.65887	1.31683
11.28700	-0.54245	0.65826	1.31683
11.28800	-0.54489	0.65994	1.31912
11.28900	-0.54398	0.65750	1.31973
11.29000	-0.54382	0.65948	1.32080
11.29100	-0.54535	0.65842	1.32095
11.29200	-0.54276	0.65948	1.32111
11.29300	-0.54382	0.66040	1.32019
11.29400	-0.54276	0.66040	1.32553
11.29500	-0.54367	0.66101	1.32233
11.29600	-0.54306	0.65994	1.32294
11.29700	-0.54306	0.66132	1.32324
11.29800	-0.54260	0.65964	1.32523
11.29900	-0.54153	0.66071	1.32584
11.30000	-0.54184	0.66238	1.32645
11.30100	-0.54062	0.66040	1.32660
11.30200	-0.54108	0.66208	1.32736
11.30300	-0.54123	0.66177	1.32858
11.30400	-0.54260	0.66269	1.32858
11.30500	-0.54092	0.66269	1.32813
11.30600	-0.53925	0.66406	1.33057
11.30700	-0.53879	0.66315	1.33118
11.30800	-0.53986	0.66360	1.33194
11.30900	-0.53879	0.66498	1.33301
11.31000	-0.53879	0.66315	1.33347
11.31100	-0.53818	0.66422	1.33530
11.31200	-0.53757	0.66574	1.33499
11.31300	-0.53802	0.66467	1.33621
11.31400	-0.53741	0.66544	1.33636
11.31500	-0.53772	0.66681	1.33713
11.31600	-0.53726	0.66513	1.33881
11.31700	-0.53741	0.66559	1.34079
11.31800	-0.53604	0.66681	1.34094
11.31900	-0.53619	0.66635	1.34186
11.32000	-0.53604	0.66879	1.34155
11.32100	-0.53650	0.66727	1.34308
11.32200	-0.53497	0.66742	1.34293
11.32300	-0.53452	0.66879	1.34476
11.32400	-0.53329	0.66818	1.34567
11.32500	-0.53497	0.66788	1.34705
11.32600	-0.53391	0.66757	1.34689
11.32700	-0.53299	0.66849	1.34781
11.32800	-0.53207	0.66864	1.34857
11.32900	-0.53314	0.66971	1.34964
11.33000	-0.53192	0.66849	1.35086
11.33100	-0.53146	0.66879	1.35117
11.33200	-0.53177	0.66879	1.35223
11.33300	-0.53116	0.66788	1.35178
11.33400	-0.53192	0.67078	1.35391
