"s"	"Fx"	"Fy"	"Fz"
2.40000	0.11246	-0.06516	-0.15717
2.40100	0.11429	-0.06500	-0.15839
2.40200	0.11337	-0.06592	-0.15793
2.40300	0.11200	-0.06638	-0.15869
2.40400	0.11398	-0.06531	-0.15808
2.40500	0.11200	-0.06546	-0.15778
2.40600	0.11292	-0.06668	-0.15747
2.40700	0.11246	-0.06577	-0.15747
2.40800	0.11307	-0.06592	-0.15869
2.40900	0.11383	-0.06638	-0.15686
2.41000	0.11398	-0.06668	-0.15701
2.41100	0.11246	-0.06775	-0.15839
2.41200	0.11368	-0.06577	-0.15839
2.41300	0.11307	-0.06683	-0.15884
2.41400	0.11353	-0.06622	-0.15656
2.41500	0.11292	-0.06638	-0.15762
2.41600	0.11414	-0.06531	-0.15732
2.41700	0.11276	-0.06592	-0.15808
2.41800	0.11429	-0.06577	-0.15778
2.41900	0.11322	-0.06668	-0.15808
2.42000	0.11261	-0.06454	-0.15823
2.42100	0.11276	-0.06607	-0.15686
2.42200	0.11414	-0.06668	-0.15732
2.42300	0.11261	-0.06531	-0.15625
2.42400	0.11398	-0.06470	-0.15778
2.42500	0.11337	-0.06622	-0.15762
2.42600	0.03647	-0.06699	-0.16586
2.42700	-5.00000	-5.00000	-0.70404
2.42800	-5.00000	-5.00000	-0.68420
2.42900	-5.00000	-5.00000	-0.68436
2.43000	-5.00000	-5.00000	-0.68420
2.43100	-5.00000	-5.00000	-0.68573
2.43200	-5.00000	-5.00000	-0.68390
2.43300	-5.00000	-5.00000	-0.68451
2.43400	-5.00000	-5.00000	-0.68451
2.43500	-5.00000	-5.00000	-0.68420
2.43600	-5.00000	-5.00000	-0.68466
2.43700	-5.00000	-5.00000	-0.68436
2.43800	-5.00000	-5.00000	-0.68405
2.43900	-5.00000	-5.00000	-0.68481
2.44000	-5.00000	-5.00000	-0.68481
2.44100	-5.00000	-5.00000	-0.68573
2.44200	-5.00000	-5.00000	-0.68375
2.44300	-5.00000	-5.00000	-0.68466
2.44400	-5.00000	-5.00000	-0.68619
2.44500	-5.00000	-5.00000	-0.68451
2.44600	-5.00000	-5.00000	-0.68527
2.44700	-5.00000	-5.00000	-0.68497
2.44800	-5.00000	-5.00000	-0.68481
2.44900	-5.00000	-5.00000	-0.68497
2.45000	-5.00000	-5.00000	-0.68420
2.45100	-5.00000	-5.00000	-0.68558
2.45200	-5.00000	-5.00000	-0.68451
2.45300	-5.00000	-5.00000	-0.68542
2.45400	-5.00000	-5.00000	-0.68466
2.45500	-5.00000	-5.00000	-0.68481
2.45600	-5.00000	-5.00000	-0.68542
2.45700	-5.00000	-5.00000	-0.68573
2.45800	-5.00000	-5.00000	-0.68451
2.45900	-5.00000	-5.00000	-0.68390
2.46000	-5.00000	-5.00000	-0.68527
2.46100	-5.00000	-5.00000	-0.68344
2.46200	-5.00000	-5.00000	-0.68436
2.46300	-5.00000	-5.00000	-0.68451
2.46400	-5.00000	-5.00000	-0.68451
2.46500	-5.00000	-5.00000	-0.68527
2.46600	-5.00000	-5.00000	-0.68558
2.46700	-5.00000	-5.00000	-0.68375
2.46800	-5.00000	-5.00000	-0.68573
2.46900	-5.00000	-5.00000	-0.68512
2.47000	-5.00000	-5.00000	-0.68436
2.47100	-5.00000	-5.00000	-0.68497
2.47200	-5.00000	-5.00000	-0.68527
2.47300	-5.00000	-5.00000	-0.68420
2.47400	-5.00000	-5.00000	-0.68497
2.47500	-5.00000	-5.00000	-0.68497
2.47600	-5.00000	-5.00000	-0.68420
2.47700	-5.00000	-5.00000	-0.68573
2.47800	-5.00000	-5.00000	-0.68481
2.47900	-5.00000	-5.00000	-0.68512
2.48000	-5.00000	-5.00000	-0.68573
2.48100	-5.00000	-5.00000	-0.68420
2.48200	-5.00000	-5.00000	-0.68420
2.48300	-5.00000	-5.00000	-0.68481
2.48400	-5.00000	-5.00000	-0.68451
2.48500	-5.00000	-5.00000	-0.68497
2.48600	-5.00000	-5.00000	-0.68420
2.48700	-5.00000	-5.00000	-0.68573
2.48800	-5.00000	-5.00000	-0.68451
2.48900	-5.00000	-5.00000	-0.68542
2.49000	-5.00000	-5.00000	-0.68451
2.49100	-5.00000	-5.00000	-0.68451
2.49200	-5.00000	-5.00000	-0.68451
2.49300	-5.00000	-5.00000	-0.68420
2.49400	-5.00000	-5.00000	-0.68405
2.49500	-5.00000	-5.00000	-0.68466
2.49600	-5.00000	-5.00000	-0.68542
2.49700	-5.00000	-5.00000	-0.68405
2.49800	-5.00000	-5.00000	-0.68359
2.49900	-5.00000	-5.00000	-0.68497
2.50000	-5.00000	-5.00000	-0.68558
2.50100	-5.00000	-5.00000	-0.68329
2.50200	-5.00000	-5.00000	-0.68542
2.50300	-5.00000	-5.00000	-0.68481
2.50400	-5.00000	-5.00000	-0.68512
2.50500	-5.00000	-5.00000	-0.68573
2.50600	-5.00000	-5.00000	-0.68497
2.50700	-5.00000	-5.00000	-0.68420
2.50800	-5.00000	-5.00000	-0.68420
2.50900	-5.00000	-5.00000	-0.68451
2.51000	-5.00000	-5.00000	-0.68451
2.51100	-5.00000	-5.00000	-0.68634
2.51200	-5.00000	-5.00000	-0.68512
2.51300	-5.00000	-5.00000	-0.68451
2.51400	-5.00000	-5.00000	-0.68359
2.51500	4.80301	4.99985	4.99985
2.51600	4.67056	4.99985	4.99985
2.51700	4.68674	4.99985	4.99985
2.51800	4.68613	4.99985	4.99985
2.51900	4.68521	4.99985	4.99985
2.52000	4.68750	4.99985	4.99985
2.52100	4.68903	4.99985	4.99985
2.52200	4.68781	4.99985	4.99985
2.52300	4.68781	4.99985	4.99985
2.52400	4.68796	4.99985	4.99985
2.52500	4.68872	4.99985	4.99985
2.52600	4.68765	4.99985	4.99985
2.52700	4.68918	4.99985	4.99985
2.52800	4.68796	4.99985	4.99985
2.52900	4.68857	4.99985	4.99985
2.53000	4.68765	4.99985	4.99985
2.53100	4.68872	4.99985	4.99985
2.53200	4.68887	4.99985	4.99985
2.53300	4.68796	4.99985	4.99985
2.53400	4.68918	4.99985	4.99985
2.53500	4.68872	4.99985	4.99985
2.53600	4.68765	4.99985	4.99985
2.53700	4.68933	4.99985	4.99985
2.53800	4.68689	4.99985	4.99985
2.53900	4.68826	4.99985	4.99985
2.54000	4.68811	4.99985	4.99985
2.54100	4.68750	4.99985	4.99985
2.54200	4.68750	4.99985	4.99985
2.54300	4.68796	4.99985	4.99985
2.54400	4.68948	4.99985	4.99985
2.54500	4.68918	4.99985	4.99985
2.54600	4.68933	4.99985	4.99985
2.54700	4.68826	4.99985	4.99985
2.54800	4.68903	4.99985	4.99985
2.54900	4.68903	4.99985	4.99985
2.55000	4.68796	4.99985	4.99985
2.55100	4.68857	4.99985	4.99985
2.55200	4.68765	4.99985	4.99985
2.55300	4.68948	4.99985	4.99985
2.55400	4.68918	4.99985	4.99985
2.55500	4.68826	4.99985	4.99985
2.55600	4.69009	4.99985	4.99985
2.55700	4.68826	4.99985	4.99985
2.55800	4.68887	4.99985	4.99985
2.55900	4.68765	4.99985	4.99985
2.56000	4.68918	4.99985	4.99985
2.56100	4.68842	4.99985	4.99985
2.56200	4.68796	4.99985	4.99985
2.56300	4.68750	4.99985	4.99985
2.56400	4.68857	4.99985	4.99985
2.56500	4.69009	4.99985	4.99985
2.56600	4.68781	4.99985	4.99985
2.56700	4.68872	4.99985	4.99985
2.56800	4.68872	4.99985	4.99985
2.56900	4.68887	4.99985	4.99985
2.57000	4.68781	4.99985	4.99985
2.57100	4.68887	4.99985	4.99985
2.57200	4.68903	4.99985	4.99985
2.57300	4.68826	4.99985	4.99985
2.57400	4.68857	4.99985	4.99985
2.57500	4.68948	4.99985	4.99985
2.57600	4.68964	4.99985	4.99985
2.57700	4.68842	4.99985	4.99985
2.57800	4.68826	4.99985	4.99985
2.57900	4.68903	4.99985	4.99985
2.58000	4.68811	4.99985	4.99985
2.58100	4.68781	4.99985	4.99985
2.58200	4.68872	4.99985	4.99985
2.58300	4.68796	4.99985	4.99985
2.58400	4.68872	4.99985	4.99985
2.58500	4.68796	4.99985	4.99985
2.58600	4.68857	4.99985	4.99985
2.58700	4.68872	4.99985	4.99985
2.58800	4.68765	4.99985	4.99985
2.58900	4.68842	4.99985	4.99985
2.59000	4.68903	4.99985	4.99985
2.59100	4.68872	4.99985	4.99985
2.59200	4.68918	4.99985	4.99985
2.59300	4.68811	4.99985	4.99985
2.59400	4.68842	4.99985	4.99985
2.59500	4.68842	4.99985	4.99985
2.59600	4.68781	4.99985	4.99985
2.59700	4.68857	4.99985	4.99985
2.59800	4.68857	4.99985	4.99985
2.59900	4.68994	4.99985	4.99985
2.60000	4.68811	4.99985	4.99985
2.60100	4.68903	4.99985	4.99985
2.60200	0.73212	4.99985	4.99985
2.60300	-3.82645	1.75980	4.99985
2.60400	-3.82355	1.80786	4.99985
2.60500	-3.82385	1.80908	4.99985
2.60600	-3.82309	1.80908	4.99985
2.60700	-3.82309	1.80893	4.99985
2.60800	-3.82278	1.80832	4.99985
2.60900	-3.82416	1.80771	4.99985
2.61000	-3.82416	1.80893	4.99985
2.61100	-3.82401	1.80817	4.99985
2.61200	-3.82385	1.80847	4.99985
2.61300	-3.82401	1.80725	4.99985
2.61400	-3.82401	1.80817	4.99985
2.61500	-3.82355	1.80817	4.99985
2.61600	-3.82416	1.80786	4.99985
2.61700	-3.82370	1.80725	4.99985
2.61800	-3.82248	1.80847	4.99985
2.61900	-3.82385	1.80695	4.99985
2.62000	-3.82370	1.80862	4.99985
2.62100	-3.82401	1.80679	4.99985
2.62200	-3.82370	1.80832	4.99985
2.62300	-3.82416	1.80695	4.99985
2.62400	-3.82416	1.80786	4.99985
2.62500	-3.82446	1.80786	4.99985
2.62600	-3.82324	1.80832	4.99985
2.62700	-3.82324	1.80664	4.99985
2.62800	-3.82477	1.80649	4.99985
2.62900	-3.82477	1.80756	4.99985
2.63000	-3.82401	1.80801	4.99985
2.63100	-3.82355	1.80786	4.99985
2.63200	-3.82355	1.80862	4.99985
2.63300	-3.82309	1.80862	4.99985
2.63400	-3.82355	1.80786	4.99985
2.63500	-3.82248	1.80664	4.99985
2.63600	-3.82446	1.80725	4.99985
2.63700	-3.82370	1.80817	4.99985
2.63800	-3.82431	1.80695	4.99985
2.63900	-3.82446	1.80756	4.99985
2.64000	-3.82431	1.80786	4.99985
2.64100	-3.82446	1.80786	4.99985
2.64200	-3.82507	1.80725	4.99985
2.64300	-3.82309	1.80664	4.99985
2.64400	-3.82385	1.80771	4.99985
2.64500	-3.82339	1.80847	4.99985
2.64600	-3.82446	1.80740	4.99985
2.64700	-3.82309	1.80832	4.99985
2.64800	-3.82233	1.80832	4.99985
2.64900	-3.82431	1.80740	4.99985
2.65000	-3.82324	1.80801	4.99985
2.65100	-3.82416	1.80740	4.99985
2.65200	-3.82401	1.80801	4.99985
2.65300	-3.82431	1.80801	4.99985
2.65400	-3.82431	1.80862	4.99985
2.65500	-3.82385	1.80878	4.99985
2.65600	-3.82416	1.80786	4.99985
2.65700	-3.82263	1.80908	4.99985
2.65800	-3.82263	1.80771	4.99985
2.65900	-3.82401	1.80847	4.99985
2.66000	-3.82385	1.80725	4.99985
2.66100	-3.82401	1.80786	4.99985
2.66200	-3.82202	1.80725	4.99985
2.66300	-3.82492	1.80771	4.99985
2.66400	-3.82462	1.80862	4.99985
2.66500	-3.82339	1.80786	4.99985
2.66600	-3.82401	1.80908	4.99985
2.66700	-3.82355	1.80725	4.99985
2.66800	-3.82446	1.80756	4.99985
2.66900	-3.82370	1.80832	4.99985
2.67000	-3.82553	1.80786	4.99985
2.67100	-3.82401	1.80664	4.99985
2.67200	-3.82462	1.80756	4.99985
2.67300	-3.82370	1.80847	4.99985
2.67400	-3.82492	1.80878	4.99985
2.67500	-3.82416	1.80786	4.99985
2.67600	-3.82248	1.80771	4.99985
2.67700	-3.82370	1.80832	4.99985
2.67800	-3.82401	1.80725	4.99985
2.67900	-3.82385	1.80634	4.99985
2.68000	-3.82324	1.80801	4.99985
2.68100	-3.82507	1.80817	4.99985
2.68200	-3.82507	1.80832	4.99985
2.68300	-3.82416	1.80817	4.99985
2.68400	-3.82263	1.80679	4.99985
2.68500	-3.82385	1.80710	4.99985
2.68600	-3.82431	1.80710	4.99985
2.68700	-3.82385	1.80771	4.99985
2.68800	-3.82294	1.80695	4.99985
2.68900	-3.82339	1.80817	4.99985
2.69000	0.60669	-2.63214	4.99985
2.69100	0.42236	-2.44873	4.99985
2.69200	0.42480	-2.45026	4.99985
2.69300	0.42496	-2.45117	4.99985
2.69400	0.42694	-2.45026	4.99985
2.69500	0.42511	-2.44965	4.99985
2.69600	0.42603	-2.45071	4.99985
2.69700	0.42480	-2.45087	4.99985
2.69800	0.42572	-2.44980	4.99985
2.69900	0.42542	-2.45071	4.99985
2.70000	0.42511	-2.45041	4.99985
2.70100	0.42496	-2.45117	4.99985
2.70200	0.42542	-2.45117	4.99985
2.70300	0.42542	-2.45178	4.99985
2.70400	0.42480	-2.45102	4.99985
2.70500	0.42572	-2.45178	4.99985
2.70600	0.42542	-2.45239	4.99985
2.70700	0.42450	-2.45056	4.99985
2.70800	0.42526	-2.45026	4.99985
2.70900	0.42542	-2.45056	4.99985
2.71000	0.42450	-2.45056	4.99985
2.71100	0.42480	-2.45056	4.99985
2.71200	0.42419	-2.45209	4.99985
2.71300	0.42603	-2.45255	4.99985
2.71400	0.42419	-2.45148	4.99985
2.71500	0.42450	-2.45071	4.99985
2.71600	0.42465	-2.45087	4.99985
2.71700	0.42542	-2.45255	4.99985
2.71800	0.42511	-2.45224	4.99985
2.71900	0.42511	-2.45010	4.99985
2.72000	0.42572	-2.45148	4.99985
2.72100	0.42572	-2.45285	4.99985
2.72200	0.42542	-2.44980	4.99985
2.72300	0.42526	-2.45178	4.99985
2.72400	0.42480	-2.45193	4.99985
2.72500	0.42496	-2.45117	4.99985
2.72600	0.42465	-2.44965	4.99985
2.72700	0.42511	-2.45117	4.99985
2.72800	0.42587	-2.44995	4.99985
2.72900	0.42557	-2.45148	4.99985
2.73000	0.42587	-2.45087	4.99985
2.73100	0.42480	-2.45087	4.99985
2.73200	0.42480	-2.45026	4.99985
2.73300	0.42404	-2.45041	4.99985
2.73400	0.42587	-2.44965	4.99985
2.73500	0.42511	-2.45148	4.99985
2.73600	0.42526	-2.45117	4.99985
2.73700	0.42587	-2.45148	4.99985
2.73800	0.42587	-2.45132	4.99985
2.73900	0.42633	-2.45209	4.99985
2.74000	0.42664	-2.45041	4.99985
2.74100	0.42480	-2.45087	4.99985
2.74200	0.42542	-2.45163	4.99985
2.74300	0.42480	-2.44995	4.99985
2.74400	0.42450	-2.45148	4.99985
2.74500	0.42557	-2.45041	4.99985
2.74600	0.42542	-2.45209	4.99985
2.74700	0.42542	-2.45102	4.99985
2.74800	0.42542	-2.45148	4.99985
2.74900	0.42496	-2.45209	4.99985
2.75000	0.42480	-2.45117	4.99985
2.75100	0.42557	-2.45117	4.99985
2.75200	0.42526	-2.45178	4.99985
2.75300	0.42557	-2.45148	4.99985
2.75400	0.42542	-2.45087	4.99985
2.75500	0.42465	-2.45071	4.99985
2.75600	0.42511	-2.45255	4.99985
2.75700	0.42603	-2.45026	4.99985
2.75800	0.42557	-2.45148	4.99985
2.75900	0.42480	-2.45117	4.99985
2.76000	0.42496	-2.45026	4.99985
2.76100	0.42465	-2.45102	4.99985
2.76200	0.42587	-2.45209	4.99985
2.76300	0.42450	-2.45148	4.99985
2.76400	0.42450	-2.45224	4.99985
2.76500	0.42633	-2.45026	4.99985
2.76600	0.42511	-2.45102	4.99985
2.76700	0.42679	-2.45117	4.99985
2.76800	0.42450	-2.45178	4.99985
2.76900	0.42496	-2.45087	4.99985
2.77000	0.42587	-2.45041	4.99985
2.77100	0.42557	-2.45087	4.99985
2.77200	0.42572	-2.45056	4.99985
2.77300	0.42480	-2.45178	4.99985
2.77400	0.42572	-2.45087	4.99985
2.77500	0.42511	-2.45209	4.99985
2.77600	0.42511	-2.45102	4.99985
2.77700	-0.99289	-1.02066	4.99985
2.77800	-1.70380	-0.33112	3.47107
2.77900	-1.70868	-0.32822	3.47870
2.78000	-1.70822	-0.32761	3.47855
2.78100	-1.70837	-0.32898	3.47778
2.78200	-1.70792	-0.32913	3.47839
2.78300	-1.70761	-0.32700	3.47931
2.78400	-1.70715	-0.32898	3.47748
2.78500	-1.70670	-0.32791	3.47824
2.78600	-1.70807	-0.32928	3.47839
2.78700	-1.70837	-0.32822	3.47763
2.78800	-1.70761	-0.32745	3.47763
2.78900	-1.70685	-0.32913	3.47794
2.79000	-1.70898	-0.32883	3.47778
2.79100	-1.70731	-0.32852	3.47839
2.79200	-1.70746	-0.32684	3.47824
2.79300	-1.70868	-0.32867	3.47977
2.79400	-1.70654	-0.32867	3.47672
2.79500	-1.70609	-0.32913	3.47855
2.79600	-1.70761	-0.32791	3.47961
2.79700	-1.70670	-0.32852	3.47763
2.79800	-1.70731	-0.32883	3.47809
2.79900	-1.70822	-0.32806	3.47870
2.80000	-1.70731	-0.32822	3.47748
2.80100	-1.70654	-0.32898	3.47809
2.80200	-1.70731	-0.32837	3.47809
2.80300	-1.70807	-0.32776	3.47763
2.80400	-1.70822	-0.32913	3.47763
2.80500	-1.70822	-0.32852	3.47855
2.80600	-1.70715	-0.32852	3.47748
2.80700	-1.70700	-0.32867	3.47839
2.80800	-1.70822	-0.32867	3.47794
2.80900	-1.70731	-0.32867	3.47839
2.81000	-1.70807	-0.32883	3.47870
2.81100	-1.70731	-0.32761	3.47839
2.81200	-1.70700	-0.32715	3.47687
2.81300	-1.70853	-0.32806	3.47839
2.81400	-1.70761	-0.32867	3.47839
2.81500	-1.70776	-0.32791	3.47839
2.81600	-1.70807	-0.32700	3.47839
2.81700	-1.70685	-0.32822	3.47824
2.81800	-1.70639	-0.32776	3.47748
2.81900	-1.70700	-0.32837	3.47672
2.82000	-1.70792	-0.32776	3.47748
2.82100	-1.70685	-0.32913	3.47717
2.82200	-1.70807	-0.32913	3.47717
2.82300	-1.70883	-0.32883	3.47809
2.82400	-1.70624	-0.32806	3.47717
2.82500	-1.70776	-0.32867	3.47900
2.82600	-1.70807	-0.32776	3.47778
2.82700	-1.70792	-0.32928	3.47839
2.82800	-1.70807	-0.32776	3.47641
2.82900	-1.70807	-0.32761	3.47839
2.83000	-1.70807	-0.32852	3.47900
2.83100	-1.70868	-0.32944	3.47916
2.83200	-1.70654	-0.32867	3.47839
2.83300	-1.70822	-0.32806	3.47717
2.83400	-1.70715	-0.32776	3.47809
2.83500	-1.70715	-0.32867	3.47626
2.83600	-1.70776	-0.32745	3.47717
2.83700	-1.70837	-0.32928	3.47885
2.83800	-1.70731	-0.32867	3.47778
2.83900	-1.70731	-0.32791	3.47794
2.84000	-1.70715	-0.32806	3.47839
2.84100	-1.70761	-0.32867	3.47839
2.84200	-1.70837	-0.32867	3.47763
2.84300	-1.70761	-0.32745	3.47809
2.84400	-1.70715	-0.32913	3.47870
2.84500	-1.70776	-0.32715	3.47717
2.84600	-1.70746	-0.32883	3.47748
2.84700	-1.70746	-0.32822	3.47809
2.84800	-1.70670	-0.32928	3.47809
2.84900	-1.70776	-0.32700	3.47870
2.85000	-1.70731	-0.32745	3.47855
2.85100	-1.70685	-0.32806	3.47794
2.85200	-1.70700	-0.32791	3.47763
2.85300	-1.70761	-0.32898	3.47870
2.85400	-1.70685	-0.32944	3.47748
2.85500	-1.70959	-0.32806	3.47855
2.85600	-1.70822	-0.32791	3.47748
2.85700	-1.70731	-0.32791	3.47687
2.85800	-1.70670	-0.32883	3.47748
2.85900	-1.70776	-0.32806	3.47656
2.86000	-1.70715	-0.32867	3.47641
2.86100	-1.70731	-0.32837	3.47809
2.86200	-1.70807	-0.32822	3.47809
2.86300	-1.70792	-0.32883	3.47687
2.86400	-1.70731	-0.32852	3.47748
2.86500	-0.61356	0.76889	1.31409
2.86600	-0.64972	0.73166	1.38489
2.86700	-0.64926	0.73151	1.38443
2.86800	-0.64941	0.73242	1.38290
2.86900	-0.65033	0.73151	1.38336
2.87000	-0.65018	0.73090	1.38428
2.87100	-0.65033	0.73105	1.38336
2.87200	-0.65063	0.73166	1.38336
2.87300	-0.65125	0.73212	1.38489
2.87400	-0.64896	0.73212	1.38458
2.87500	-0.65033	0.73242	1.38428
2.87600	-0.64926	0.73151	1.38428
2.87700	-0.65125	0.73166	1.38351
2.87800	-0.65079	0.73166	1.38397
2.87900	-0.65125	0.73166	1.38428
2.88000	-0.65125	0.73212	1.38428
2.88100	-0.65048	0.73135	1.38428
2.88200	-0.65140	0.73242	1.38397
2.88300	-0.65048	0.73303	1.38428
2.88400	-0.65125	0.73105	1.38397
2.88500	-0.64987	0.73212	1.38397
2.88600	-0.65140	0.73166	1.38412
2.88700	-0.65033	0.73151	1.38458
2.88800	-0.65063	0.73303	1.38382
2.88900	-0.65079	0.73166	1.38382
2.89000	-0.64850	0.73242	1.38489
2.89100	-0.65002	0.73166	1.38382
2.89200	-0.65063	0.73242	1.38489
2.89300	-0.64987	0.73212	1.38260
2.89400	-0.64911	0.73196	1.38336
2.89500	-0.65063	0.73273	1.38275
2.89600	-0.64911	0.73151	1.38351
2.89700	-0.64972	0.73257	1.38260
2.89800	-0.64957	0.73151	1.38306
2.89900	-0.64957	0.73151	1.38382
2.90000	-0.65125	0.73257	1.38290
2.90100	-0.64957	0.73212	1.38367
2.90200	-0.65018	0.73181	1.38474
2.90300	-0.64987	0.73074	1.38290
2.90400	-0.65018	0.73181	1.38336
2.90500	-0.65018	0.73212	1.38367
2.90600	-0.65201	0.73242	1.38382
2.90700	-0.65170	0.73257	1.38382
2.90800	-0.64896	0.73151	1.38519
2.90900	-0.64987	0.73196	1.38306
2.91000	-0.64957	0.73242	1.38412
2.91100	-0.65048	0.73135	1.38382
2.91200	-0.64957	0.73135	1.38367
2.91300	-0.65033	0.73105	1.38336
2.91400	-0.65002	0.73196	1.38428
2.91500	-0.64957	0.73074	1.38351
2.91600	-0.65079	0.73151	1.38428
2.91700	-0.65155	0.73166	1.38367
2.91800	-0.64865	0.73212	1.38382
2.91900	-0.65018	0.73242	1.38443
2.92000	-0.65033	0.73074	1.38428
2.92100	-0.64972	0.73288	1.38397
2.92200	-0.64865	0.73227	1.38382
2.92300	-0.65079	0.73135	1.38199
2.92400	-0.64972	0.73318	1.38199
2.92500	-0.65033	0.73044	1.38229
2.92600	-0.64972	0.73196	1.38458
2.92700	-0.65048	0.73257	1.38428
2.92800	-0.64987	0.73105	1.38382
2.92900	-0.65079	0.73257	1.38245
2.93000	-0.65048	0.73166	1.38443
2.93100	-0.65079	0.73242	1.38306
2.93200	-0.64957	0.73029	1.38306
2.93300	-0.65048	0.73059	1.38336
2.93400	-0.64926	0.73349	1.38489
2.93500	-0.65002	0.73166	1.38397
2.93600	-0.65079	0.73105	1.38504
2.93700	-0.65048	0.73181	1.38260
2.93800	-0.65002	0.73135	1.38306
2.93900	-0.64926	0.73074	1.38458
2.94000	-0.64880	0.73303	1.38367
2.94100	-0.64987	0.73257	1.38504
2.94200	-0.65063	0.73288	1.38306
2.94300	-0.65079	0.73273	1.38367
2.94400	-0.64987	0.73181	1.38412
2.94500	-0.65048	0.73196	1.38336
2.94600	-0.64987	0.73135	1.38489
2.94700	-0.64911	0.73181	1.38458
2.94800	-0.64972	0.73196	1.38443
2.94900	-0.65002	0.73212	1.38397
2.95000	-0.64987	0.73120	1.38367
2.95100	-0.65018	0.73151	1.38306
2.95200	-0.21408	0.28854	0.50903
2.95300	-0.12131	0.19577	0.34073
2.95400	-0.12054	0.19547	0.33829
2.95500	-0.12100	0.19470	0.33768
2.95600	-0.12146	0.19501	0.33569
2.95700	-0.12161	0.19409	0.33920
2.95800	-0.12100	0.19562	0.33829
2.95900	-0.12085	0.19531	0.33890
2.96000	-0.12039	0.19608	0.33875
2.96100	-0.12070	0.19547	0.33783
2.96200	-0.12070	0.19424	0.33859
2.96300	-0.12085	0.19424	0.33966
2.96400	-0.12207	0.19623	0.33844
2.96500	-0.12054	0.19608	0.33691
2.96600	-0.12054	0.19409	0.33936
2.96700	-0.12146	0.19501	0.33829
2.96800	-0.12039	0.19608	0.34042
2.96900	-0.12192	0.19501	0.33859
2.97000	-0.12161	0.19455	0.33813
2.97100	-0.11993	0.19485	0.33997
2.97200	-0.12070	0.19455	0.33783
2.97300	-0.12146	0.19394	0.33798
2.97400	-0.12054	0.19394	0.33875
2.97500	-0.12070	0.19531	0.33875
2.97600	-0.11948	0.19470	0.33798
2.97700	-0.12192	0.19516	0.33966
2.97800	-0.12161	0.19577	0.33844
2.97900	-0.12039	0.19592	0.33783
2.98000	-0.12085	0.19547	0.33981
2.98100	-0.11993	0.19501	0.33905
2.98200	-0.12100	0.19470	0.33920
2.98300	-0.12115	0.19531	0.33981
2.98400	-0.12131	0.19516	0.33752
2.98500	-0.12131	0.19501	0.33905
2.98600	-0.12283	0.19501	0.33798
2.98700	-0.12009	0.19547	0.33951
2.98800	-0.12024	0.19592	0.33768
2.98900	-0.12070	0.19440	0.33875
2.99000	-0.11917	0.19516	0.33905
2.99100	-0.12131	0.19455	0.33875
2.99200	-0.12009	0.19485	0.33875
2.99300	-0.12085	0.19531	0.33997
2.99400	-0.12085	0.19455	0.33844
2.99500	-0.12100	0.19424	0.33920
2.99600	-0.12054	0.19592	0.33890
2.99700	-0.12085	0.19577	0.33859
2.99800	-0.12115	0.19608	0.33768
2.99900	-0.12054	0.19455	0.33844
3.00000	-0.12085	0.19363	0.33768
3.00100	-0.12161	0.19516	0.33752
3.00200	-0.12085	0.19562	0.33798
3.00300	-0.12192	0.19501	0.33920
3.00400	-0.12085	0.19379	0.33997
3.00500	-0.11826	0.19577	0.33783
3.00600	-0.12085	0.19577	0.33768
3.00700	-0.12100	0.19485	0.33829
3.00800	-0.12054	0.19577	0.33844
3.00900	-0.12177	0.19577	0.33905
3.01000	-0.12115	0.19516	0.33844
3.01100	-0.12238	0.19501	0.33905
3.01200	-0.12070	0.19485	0.33966
3.01300	-0.12085	0.19394	0.33920
3.01400	-0.12115	0.19562	0.33875
3.01500	-0.12054	0.19455	0.33661
3.01600	-0.12039	0.19440	0.33936
3.01700	-0.12070	0.19577	0.33905
3.01800	-0.12039	0.19562	0.33813
3.01900	-0.12009	0.19501	0.33966
3.02000	-0.12131	0.19531	0.33875
3.02100	-0.12085	0.19592	0.33875
3.02200	-0.12161	0.19531	0.33768
3.02300	-0.12070	0.19501	0.33951
3.02400	-0.12009	0.19577	0.33844
3.02500	-0.12146	0.19516	0.33859
3.02600	-0.12238	0.19531	0.33798
3.02700	-0.11993	0.19547	0.33768
3.02800	-0.12009	0.19470	0.33875
3.02900	-0.12115	0.19455	0.33768
3.03000	-0.11948	0.19592	0.33936
3.03100	-0.12146	0.19547	0.33859
3.03200	-0.11963	0.19531	0.33875
3.03300	-0.12039	0.19562	0.33768
3.03400	-0.12009	0.19516	0.33829
3.03500	-0.12070	0.19470	0.33798
3.03600	-0.12177	0.19516	0.33783
3.03700	-0.12131	0.19547	0.33844
3.03800	-0.12161	0.19638	0.33768
3.03900	-0.12039	0.19470	0.33844
3.04000	0.15167	-0.07950	-0.19379
3.04100	0.14481	-0.07309	-0.18082
3.04200	0.14526	-0.07187	-0.18219
3.04300	0.14481	-0.07202	-0.18402
3.04400	0.14435	-0.07187	-0.18234
3.04500	0.14542	-0.07309	-0.18188
3.04600	0.14450	-0.07278	-0.18127
3.04700	0.14542	-0.07278	-0.18326
3.04800	0.14420	-0.07217	-0.18280
3.04900	0.14603	-0.07278	-0.18143
3.05000	0.14465	-0.07202	-0.18295
3.05100	0.14481	-0.07233	-0.18295
3.05200	0.14587	-0.07355	-0.18311
3.05300	0.14694	-0.07263	-0.18326
3.05400	0.14481	-0.07233	-0.18311
